user,tweets,location
MrUnknownJi,@CMOMaharashtra As you are well aware of the situation in #Maharashtra we request you to please postpone #JEENEET e… https://t.co/iRLl4PuYd0,India
Naveen_Kr_Shahi,@LuvDatta_INC @radhacharandas @LavanyaBallal @ManojMehtamm @Folitically @ZakiyakINC @JeenalGala @Pawankhera 2 6 lac… https://t.co/xDUm7TqHz7,अच्छी बुरी दुनिया 
Harshka14760593,"#CM_InvokeSDMA_AgainstExamsInCovid
@PMOIndia @DrRPNishank see this news and postpone #jeeneet
#invoke_SDMA… https://t.co/SWzIonLydl"," hingoli,Maharashtra"
SarkariCarrier,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/0wEoE82eek",India
VipinVijayNair,"So it my humble request to all #JEENEET aspirants to think twice before they make any decision.
Your life matters t… https://t.co/tGllRImZIp",New Delhi
TheSupremeBaba,"#StudentsDislikePMModi
#JEENEET

Students : Mudizii my centre is far away , there is flood in my area and I am coro… https://t.co/7Hwnbuvvp4",India
Preeti41152673,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/M4jY7Xacpr",
Dharmen06932626,"#SpeakUpForSSCRailwaysStudents
This is beginning o
This is little anger of 25 lakh students against this govt

Ther… https://t.co/zuonBYdQKJ",
AbhigyanAryan4,It's quite evident from the government's action over #jeeneet that it is on the way of imposing dictatorship on cou… https://t.co/AInBQTeVKP,
MarthaDevasish,@bmcbbsr @CMO_Odisha @IPR_Odisha @odisha_tourism @SMEOdisha @HUDDeptOdisha #JEENEET #JEE #NEET_JEE students having… https://t.co/VBbvq6hk7N,
amitdabby1,"Act of Students / Act of God ? 

"" Narendra Modi becomes the first Prime Minister in India to have the most ""Dislik… https://t.co/wSHXUm9J9o","Patiala, India"
surnell,#JEENEET @Naveen_Odisha Babu always part of solution unlike many other leaders. Whether exams finally is held or no… https://t.co/9YfD9eLBcK,"Bengaluru, India"
ChallaEswar3,#StudentsDislikePMModi If any violation occur India will go to top of table not in economy in corona cases so give… https://t.co/iBp5dgKPdU,
ayushra81453538,@ChouhanShivraj @myogiadityanath @ArvindKejriwal  kindly do same preparation for all students who are preparing for… https://t.co/9aOYAcYnHP,"New Delhi, India"
PujaGain1,@MamataOfficial  ma'am plz help us... you(the all CMs) are the only hope for us...plz ma'am do some thing... we lov… https://t.co/Sz7JYxHeuK,
kdtion_,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

So can we expect t… https://t.co/PnGI1x5pHh",Gujarat / Sultanpur UP
DevMathur11,Not that i am intelligent but I know conducting #JEENEET in these times will be super inintelligent… https://t.co/1ciy9ivVzr,"New Delhi, India"
amanaditya215,"Because in case of postponement also the exam will be dragged to next year, So shouldn't make much of a difference… https://t.co/6apOx2wA1m","New Delhi, India"
JOYDEEP79214282,#Modiji if you can conduct #JEENEET exam in this #CoronaPandemic situation then why can't you conduct #RRBNTPC exam… https://t.co/oThRkLdaJ1,"Jharkhand,India"
masir_99,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/foikMi4CP0",
VipinVijayNair,I urge all the parents and students looking toward #JEENEET that recruiters know that 2020 is an unprecedented year… https://t.co/qBQmWBMQtd,New Delhi
BPSA_DIRECTOR,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/duMIoWs031","Bihar, India"
sachin_aspirant,"@ladygaga Can you help #JEENEET postponed issue in India
Lady Gaga",
Amanjeetjha4,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/NUGIPNn1Q7",
Arqum4sure,@ndtv That's why we're asking for the postponement of #JEENEET till Diwali only.,
AakashP71772724,The Aspirants for #JEENEET exams are preparing for their exams while the recklessly wasteful political parties dele… https://t.co/VIuQo8IXPe,Kanpur 
Rudra__Saxena,"Migrant labour crisis raged up the Unorganized sector

Falling GDP, Job losses infuriated the middle class salaried… https://t.co/hLH9sVkfGi","New Delhi, India"
VipinVijayNair,"I request all the parents of the #JEENEET aspirants that nothing is bigger than your child's life.
This is not the… https://t.co/K3v2NkDlll",New Delhi
akshay_krd,"1/n
I don't understand why is there a fuss about JEE / NEET exams. Those of you who want ""to be safe"" and NOT give… https://t.co/RmIPXwFRFY",India
_SwetaKataria,"☆ While results of many exams are pending, they're WORRIED about #JEENEET 
☆ Paid media trying to blame students. T… https://t.co/CuuSMHOX30",
iamramteerth,"I repeat that #Coronavirus is terribly dangerous. Government of India should postpone all exams in 2021. 
People ar… https://t.co/vbkJQQMSki","Pune, India"
MilanBaheti,I Am A BJP Supporter But The Ignorance Towards STudents By NDA Govt Is Very Bad.Ground Reality Is Far More Bad In B… https://t.co/k5JJcu3g28,"Jaipur, India"
shivamsingh_2,"Should #JEENEET postpone .
#StudentLivesMatter @narendramodi @Swamy39",bhiti mau
samir0fficial,"Students disliked PM's 🐒 talk.

BJP going to say-"" Pakistanis did it""

IT cell will paddle it

Godi Media will vali… https://t.co/lqoHkqm4xm",
VipinVijayNair,"It indeed is a matter of concern that @EduMinOfIndia is putting student's lives on risk for #JEENEET 
With India ab… https://t.co/zUMVP4u72e",New Delhi
Sheetu_bains,"90% of the audience disliked Narendra Modi's ""Mann Ki Baat"" video. That's power of students.

#JEENEET 
#StudentsDislikePMModi","Hoshiarpur, Punjab India"
Lakshya29e,@DrAMSinghvi What about #JEENEET students sir,
ksahoo007,When you have 70000 new cases per day why to ask students to go for exam for what.. feature ? At least Wait few mor… https://t.co/m6uibvzKl2,"Washington, USA"
ANI_multimedia,CM Chouhan announces free transport services for NEET/JEE candidates https://t.co/RHvxjyZxQN #JEENEET #MadhyaPradesh,New Delhi
Sirius_Adi,"Breaking own records💯🙌 Almost 80 K cases yesterday⚠️ @Swamy39 @ishkarnBHANDARI 
@PMOIndia @MoHFW_INDIA #JEENEET are… https://t.co/A7PvtdcXYW",
KumarAn63697104,"@PMOIndia 
@narendramodi 
@DrRPNishank 
Congratulations sir, we cross 80 thousand covid+ . Bhagwan ke kripa se No.… https://t.co/56zUwNO5R5",
ydvnishusingh,"Mood of the Students...

#StudentsDislikePMModi 
#AntiStudentModiGovt 

#JEENEET #JEEMains #NEET2020 https://t.co/RWKQXqxu1v",India
Sakurespeaks,"How to give #JEENEET exam due to flood situation in our Bhandara district
@DrRPNishank
@narendramodi 
@AUThackeray… https://t.co/7Eo14nqMiK",India
HardikKOfficial,"#268k  dislikes 

#Mann_Ki_Nahi_Student_Ki_Baat #MannKiBaat #StudentsKeMannKiBaat #JEENEET","Rajkot, India"
joyasian,Bengal education minister has shrugged off any responsibility towards helping students with transport or otherwise… https://t.co/Q3tiSVV1lS,India
ayusht_03,Good news for all the #jee and #neet aspirants our honorable CM @ChouhanShivraj giving free transportation to all t… https://t.co/pqmcuUOGqw,
JharkhandNow,"@Hemantsoren wanted to particularly ask and seek feedback from  young engineer and doctor friends - 

"""" Will stude… https://t.co/dchSuCE0vs",
Mrunali_Rakesh,"Unity is Strength ✊

#JEENEET #StudentsHatesMrModi #StudentLivesMatter #postpondneetandjee https://t.co/v7519IlBkD","Maharashtra, India"
RAVIPra09236496,Government should open their eyes and listen the voice of lacs of candidates. #JEENEET #ssc #railways . Reverse cou… https://t.co/4KLdw7xsYs,patna India
Thenatureboy291,"Boycott &amp; Dislike those media houses, who never make episode on students problem. 🙏🙏
#StudentsHatesMrModi… https://t.co/Uk7WY3JrTp","Patna, India"
HarshSo40636549,@jpajharkhand Absolutely right 💯 Even I am also going to file an FIR against the all culprits who are in favour to… https://t.co/Nha4nLjVJ5,
AjayYad85833591,@narendramodi Sir we know that you have made several efforts to conserve the species but hum logo ko conservation ka kya #JEENEET,
iamnavinkhan,"Who is the best knowledge person ??

#StudentsDislikePMModi
#Mann_Ki_Nahi_Student_Ki_Baat #JEENEET
#NEET2020… https://t.co/tgTYWxwmWP",Hisar
ttindia,EDITORIAL | Fear seems to have become a constant in every sphere of life in India. It is now hovering over the issu… https://t.co/nzQ4kKbdiV,"Kolkata, India"
KhodeAditya,"@DrRPNishank @narendramodi  opposition is constantly targetting conduction of #JEENEET  , even your some party memb… https://t.co/o0wreOtI3W","Pune, India"
Brahma_Shastra,@Ms_Poojaraj @KarmaMaya20 Doesn't matter.. Its a public platform.. We know the agenda behind this.. These dislikes… https://t.co/vZW93l81FJ,India
Rajporw49702098,"#StudentsDislikePMModi 
#JEENEET 

@DrRPNishank ♏shame on uh

@LicypriyaK @11Petitioners @NoExamsin2020… https://t.co/T2UQkVHNkf",Pbn
jena_sauvagya,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/deZoPvnVNL",
RajeshKummarDas,"@TOIIndiaNews okay but #JEENEET  aspirant can't decline exam even tough if they are positive.

#PostponeNEET_JEE… https://t.co/mwLfoHGbE2",
MohdYun52146029,@AbpGanga @ABPNews After September Aap kis kis ke suicide case tweet karoge...due to Corona positive. Agar #JEENEET… https://t.co/pW204GGBrj,
Ishika98514193,@myogioffice sir don't you think that you should also do something for our transport to reach to the exam centres?? #JEENEET,
usoiindia,"Thanks for this support @SSjiSavingYouth 

All are really concerned about each other. All are united but still Govt… https://t.co/wnMck6wus4",India
VidyarthiPatha,"IIT Alumni, Students Launch Portal- https://t.co/A3naMMS1QF to Provide Transportation Facility to Needy JEE, NEET… https://t.co/TsOQgnpOVP",
rajit_rastogi,"I don't know what gonna happen now, I don't know why is it more important for @BJP4India &amp; @DrRPNishank and these m… https://t.co/NT5JD481sQ","उत्तर प्रदेश, भारत"
usoiindia,"Please see this tweet from 
@Swamy39
 
We still have hope guys ! 

#JEE #NEET #NEETJEE #JEENEET #NoMore_NEET… https://t.co/sN3GWMSTLs",India
usoiindia,"Please see this tweet from 
@Swamy39
 
We still have hope guys ! 

#JEE #NEET #NEETJEE #JEENEET #NoMore_NEET… https://t.co/yM0bWcpHLt",India
Mysticalspecie0,"🤣🤣🤣  
Best translation ever... Google rocks..🤘
#JEENEET

#PostponeJEEAndNEET 
@DrRPNishank https://t.co/B5g1xM3Bs8",
11Petitioner,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

So can we expect t… https://t.co/4JltvwKr7u",India
usoiindia,"Please see this tweet from @Swamy39 
We still have hope guys ! 

#JEE #NEET #NEETJEE #JEENEET #NoMore_NEET… https://t.co/T1LiuPxsUV",India
TheShashank_29,Yesterday you address our nation named as #MannKiBaat but if you checked on YouTube 28k likes and 2.5 lakh dislike… https://t.co/3UBcNslont,India
Tribal_jaipur,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/TAqNz2oC6X",अपनों के दिलों में
Ankit31680291,Sry @Swamy39 @DrRPNishank @narendramodi sir Kal hamare waha halat kharab he Bihar gopalganj Bihar most of of the st… https://t.co/1EeUhBVftL,
sao_rocky,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/GTsVFrDblk","Bihar, India"
SachinChhillar5,"Because in case of postponement also the exam will be dragged to next year, So shouldn't make much of a difference… https://t.co/Fq456GXXag",
jayanthmankavil,"@BJP4India Thanks a lot, hope you brought my gift by postponing #JEENEET",
TonySin21006596,#IAmSushant please send your help to #JEENEET and #Mann_Ki_Nahi_Student_Ki_Baat 0eople too!!,
thefirstindia,"A 17-year-old JEE aspirant on Sunday submitted a letter to the Chief Justice of India (CJI), Sharad Arvind Bobde, p… https://t.co/3RXVmIjq6A","Jaipur, India"
ToTheeePoint,"@Sanju_Verma_ @narendramodi Esp when the students themselves want to appear for #JEENEET 👇🏻👇🏻

https://t.co/aGZYDhxoIX",
PrinceF70424641,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/unrpDdNKa9",TALIKOTI
RakeshC50720455,"In this covid pandemic #JEENEET Exams are going to start in September, Can government help students to arrange thei… https://t.co/CYL7k4DX67",
RealShlok,"@_gunjannn @Khankab72691096 I mean, they don't really need to go outside for you. Every #JEENEET student must be 18… https://t.co/oFNohiZ1TV",भारत
BharatYadav56,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/f8WBwgreUA","Jodhpur Rajasthan, India"
complexcrctr19,some state government set free travel arrangements for #JEENEET students. that means loss of 4800 crore is big lie… https://t.co/qewTMxOpF5,
MahadevBishnoi1,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published 

We hope that now u r very clear with… https://t.co/y4VKwTl5AY",
BhavishDahri,"@AmitShah A humble request to you sir please think about the students of your country , and postpone #JEENEET ।",
sidgupta234,"Congratulations India, we are now only second to the USA in terms of the total number of active cases. Still, we ar… https://t.co/wDeURQQZe8",
Amanknsui,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/mu0F35xhvT","Jharkhand, India"
dwivedivyansh,"Just a doubt: Why students can't boycott JEE/NEET if govt. is not cooperating? It's not about the exam, It's about… https://t.co/MMnSM2Grer","Bareilly, India"
SaifBinSultan2,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/UAy0FTKzGs",
VarunSi35796756,"#StudentsDislikePMModi #AntiStudentsBJP #AntiStudentNarendraModi 
#JEENEET #NEETJEE #NEETJEEpostponekaro 
All these… https://t.co/0u0VnrPt2S","New Delhi, India"
its_mdimran,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/iHDahDD8Hp","Champdani, Hooghly,West Bengal"
RT_SurajVS,"Bohot ho gayi #MannKiBaat 

Let’s all push for @Swamy39 sir for PM

#Swamiji_for_PM

#Mann_Ki_Nahi_Student_Ki_Baat… https://t.co/DpLTD0XxLs",India
BhavishDahri,@capt_amarinder Please sir invoke DMA and save millions of live by postponement of #JEENEET ਬੇਨਤੀ ਹਾਂ ਕੇ ਤੁਸੀਂ ਿਨਿਰਾਸ਼ ਨਹੀਂ ਕਰਣਗੇ।,
YogeshM39,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/AorbWmod5q","Kherliganj, India"
MohdFaizan9720,"#StudentsDislikePMModi 90% of the audience disliked Narendra Modi's #MannKiBaat video
This is the beginning, if the… https://t.co/xd2075vb3h",
TejalVerma2,"People trending SAVE CINEMA are those people only who have opposed #JEENEET exams👏🏻👏🏻👏🏻
#ArrestDishaSSRKillers #IAmSushant",
indiatvnews,"JEE, NEET 2020: 17-year-old writes to CJI Bobde; requests to postpone exams amid COVID-19, flood crisis

#JEENEET… https://t.co/s6Lj5WSEm2",India
DeepakS92237953,"#jeeNeet 
#india country is very corrupted. 2024 me bjp nahi rahega
Just wait and watch bjp tu to gya bjp
Jaise abh… https://t.co/fYOnQXu3T4",
samir0fficial,"@RahulGandhi said this in February 🙊
#JEENEET #StudentsDislikePMModi #Mann_Ki_Nahi_Student_Ki_Baat… https://t.co/OEdRg1ZPS9",
LikharAkshara,Instead of trying to creating an issue to “postpone NEET AND JEE” I would like to remind one more thing to the part… https://t.co/9XK861XEnz,
Pritam295,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/YGqtiNmPpI",
royencyclopedia,"So Finally we as Student Lose..... Now Not Only we, Even our Family is Not Safe from COVID-19.......
Abhi tk hamne… https://t.co/cn6b68oo8Y",India
complexcrctr19,"#StudentsDislikePMModi #Mann_Ki_Nahi_Student_Ki_Baat
#JEENEET 
would you like to change PM in next turm?
yes=retwee… https://t.co/vUTmqbGBBz",
Abhishe51651311,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/mlNyJNjxXi",India🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
stranderdBihari,"The way government is adamant about conducting #JEENEET, it should also hold same determination to conduct… https://t.co/bImCFqJY5u",I am Asian not Chinese
otvnews,"JEE, NEET Exams: #Odisha Hoteliers Urged To Arrange Accommodation For Aspirants; List Inside

#JEE2020 #JEENEET 

https://t.co/aFUlFBKXli","Bhubaneshwar, India"
Anshuma86576230,"@mannkibaat @TOIIndiaNews This is beginning only

This is little anger of 25 lakh students against this govt

There… https://t.co/FSAlgUGRgB",hippocampus
AlexAmitJena1,"#StudentsDislikePMModi90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if th… https://t.co/Lsj6pF0DwQ",
Rizul321,"@narendramodi @PMOIndia @DrRPNishank @rashtrapatibhvn 
@Swamy39 

I have expected so much from PM but once again in… https://t.co/uGe6yOs4h5",
Taufiqu12308615,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/hHxi2iWDSr","Hyderabad, India"
srvtheone,"If people can go on strike they can certainly go and write exams. It's not about COVID anymore, it's just negligenc… https://t.co/m3nrsCMqkh",On My Way
complexcrctr19,"#StudentsDislikePMModi #Mann_Ki_Nahi_Student_Ki_Baat
#JEENEET 
 A good leader is one who listens to the people.",
BeingIindian,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/KQNsHUk2iq",
SWAGATA94611523,Sir please postponed  #jeeneet https://t.co/LdLiWN4r40,
AnkitKu58334234,@ABPNews Please do something to postpone #JEENEET .....PLEASE,"Patna, India"
Biswara52617124,"@Swamy39 @Dharma2X That's why modiji don't want to postpone #JEENEET 
#SpeakUpForStudentSafety",
RAOARVINDYADAV7,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/4FJHvMrsVP","Jhunjhunun, India"
iamsrikanth22d,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/EzOUWcFiBY",Hyderabad
sumonseng,"Justice Arun Mishra denied to attend his own farewell due to #COVID19 situation but he said life must go on, suppor… https://t.co/el53xU2Cu7","Kolkata, West Bengal"
mohdshuaib26,"90% of the audience disliked narendra modi's #mankibaat video.
There is still time @narendramodi
Jii, correct your… https://t.co/r4FLuzjKRO",
Mansingh_mahar,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/cyvIFjFbP3",
AdvRamSingh3,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/CwcNhO508I",
KhanAsmeena,"#StudentsDislikePMModi
The only person who can now help postpone NEET/JEE exams is RDX bhai
#StudentsDislikePMModi… https://t.co/VdnkWEfqBT",
Ummed98694785,"#SSCdeclareCGLresult 
No job no vote
#boycottnewschennals 
Nhi dekhni inki faltu ki bakwas

There are many students… https://t.co/g2JvPBWZvs",
AbhijeetKumarO7,"#StudentsDislikePMModi 
Please humble request yo @PMOIndia  cancel #JEENEET  examination for covid ,
Govt wht think… https://t.co/Iiw3AHo4vT","Patna, India"
shreyaannshhh,"Come on lets do it India.
Let's become the most effected country in the world due to covid.
Let's conduct #JEENEET… https://t.co/U7Xpv64ple",
aviraj_3585,"Dear PM modi ji IIT And NEET students 
request to you postpone exam in this pandemic how exam possible Plz don't pl… https://t.co/5CtNMB9XGS",India
Arvind96106,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/yzmozFjk8w","Baran, India"
riturajrd,"@satishacharya @sifydotcom No you didn't got, it he was not talking to students who are given #JEENEET 

You are in… https://t.co/x8LZu32aV7","Mumbai, Bharat"
sivasairam2003,"#StudentsDislikePMModi
This is what we call revolt 😎😎😎
@narendramodi @LicypriyaK @MamataOfficial @BanglarGorboMB… https://t.co/B7raNHJcVf",
netajivivekINC,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/Os3okqMMXE","New Delhi, India"
Sneha39739524,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

We hope that now u… https://t.co/gBnSKBQaNy","Ranchi, Jharkhand "
Ambedkar_786,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/QUSXr2hwdg",India
twitt2dev,"Marriage-50 people
Funeral-20 people
But,
#JEENEET Exam -2500000+ students 
Make sure no one gets manipulated with… https://t.co/7WN9jjV7At","Patna, India"
tushar_gaonkar,"@BBCHindi This program was never trageted towards youtubers, so nothing to celebrate here🙄. Close your internet and… https://t.co/irDBGPGIF0",Mumbai
Cool_Pool123,"""..... I assure you that as and when the [Covid19] situation normalizes, I will visit the bar .....""
This same judg… https://t.co/SJKGJQDnkh",
NashaaHai,"The only person who can now help postpone NEET/JEE exams is RDX bhai
#StudentsDislikePMModi 
#JEENEET https://t.co/0Ol0Wjzvsx",Ba Sing Se
BALGOVINDYDV,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/ORhijILQqB","Uttar Pradesh, India"
Deepak_meena098,"90% of the audience disliked Narendra Modi's #MannKiBaat video,
This is the beginning, if the #JEENEET exam are not… https://t.co/pnu8tYyPBP",
postponeALLexam,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/2FytVi7hhk",
thefirstindia,"#MadhyaPradesh govt to provide free travel arrangements to students appearing in #NEET, #JEE exams from block or di… https://t.co/yYykzNJjDk","Jaipur, India"
MahitkarRupam,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/AnFoCQcIIH",Mumbai city of dreams 
yuvahallabolo,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/NPV5PDlqnD","New Delhi, India"
SidRealHeart,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/2BX2MujKZP",
DiwanshuThind,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/GhWjZ28lgQ",
krishna29919912,"#StudentsDislikePMModi
"""" Will students face huge difficulties if #JEENEET exams are postponed ? """"",INDIA
AapKaAmitSri,"#NEET2020 #IIT_NEET #IITJEE #JEEMain #JEE_NEETcanWAIT #JEENEET #JEE2020 

A new innovative startup for 2021 Aspiran… https://t.co/PRVwqPqe0Q","Sunnyvale, CA"
Omparkashsaini_,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,This is the beginning, if the #JEENEET  examination… https://t.co/tn5cD3Mi3d","Rajasthan, India"
abhinavkunda,@Swamy39 @LicypriyaK @LiveLawIndia @barandbench @nsui @11Petitioners @GoswamiArnabRpt @anubha1812 @advocate_alakh… https://t.co/C1vM2JG7db,
Anshuma86576230,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/E4cSApcG0i",hippocampus
PiyushR20521056,"Dear @HemantSorenJMM sir now your survey has been completed &amp; also published in @Live_Hindustan 

We hope that now… https://t.co/8i278IOlNn",
AkashCh58069512,"#StudentsDislikePMModi
This is beginning only

This is little anger of 25 lakh students against this govt

There ar… https://t.co/yfkJjIrONa",
yesimbihari22,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

We hope that now u… https://t.co/Jb66EDsifM",India
jayanthmankavil,"@RahulGandhi @INCIndia If anything has to be done, it should be done today, it is the last day. 
Requesting to use… https://t.co/l4uFxiDN1C",
YelmuleDiwakar,"@HemantSorenJMM @DrRPNishank @HemantSorenJMM JI now your survey completed &amp; published in @Live_Hindustan 

We hope… https://t.co/t75gBiesrH",
iamhemo77,"1= PM didn't utter a single word
#JEENEET . Dislikes are nothing more than the frustration of the student. 
You all… https://t.co/xyZjThLrl1",
TARUNKU37373021,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/DXF8NUWgLe","Patna, India"
ShubhamVimal16,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/kgjCZ9BOEU",India that is Bharat
GulzebAhmed,"90% of the audience disliked Narendra Modi's #MannKiBaat video.,
This is the beginning, if the #JEENEET examination… https://t.co/KdSpheFzcF",Chhattisgarh | Delhi | India
has2912,Sir pls speak to #opposition ruled states specially #Maharashtra #Rajasthan #WestBengal majority #JEE_NEET students… https://t.co/nFbl257abv,Mumbai
ppapercoffee,"BJP, Why don't u provide Security, transport to students who dnt hv access.
Also, Students shd be given the insuran… https://t.co/YS8vugPVdX",Aligarh 🔁 New Delhi
pintu_army,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/d6KJqHGGYj",Delhi 
11Petitioners,"Dear @HemantSorenJMM JI now your survey has been completed &amp; also published in @Live_Hindustan 

We hope that now u… https://t.co/WzrOXdQkCM",
griglani,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/HFXHmYJ4Af",Vadodara
its_astrum,"In Up more than 6,000 cases had seen yesterday and more than 3,000 people are dead 
In Delhi more than 1 Lakh cases… https://t.co/7IHlqCCGgY",
Atulbishnoi29,@AR_Reigns Do you agree #JEENEET exams should be postponed?,
Gautam__shab,"This is beginning only

This is little anger of 25 lakh students against presentgovt

There are 10 cr students from… https://t.co/ui895HAfOj","Rajasthan, India"
chinmayk666,"@BSYBJP @SureshAngadi_ This is beginning only

This is little anger of 28 lakh students against this govt

There ar… https://t.co/wtUPHZvI1r",India
chinmayk666,"@BSYBJP @rsprasad This is beginning only

This is little anger of 28 lakh students against this govt

There are 10… https://t.co/0dhZSSf1Sd",India
chinmayk666,"@BSYBJP @SureshAngadi_ This is beginning only

This is little anger of 28 lakh students against this govt

There ar… https://t.co/AH5AcOtqLP",India
chinmayk666,"@BSYBJP @PMOIndia @PiyushGoyal @SureshAngadi_ @RAshokaBJP @SWRRLY This is beginning only

This is little anger of 2… https://t.co/EYxsaRaJR8",India
chinmayk666,"@Swamy39 @JOYDEEP79214282 This is beginning only

This is little anger of 28 lakh students against this govt

There… https://t.co/igDilCakT1",India
chinmayk666,"@BJP4India @amitmalviya @narendramodi @dpradhanbjp This is beginning only

This is little anger of 28 lakh students… https://t.co/5KfnRFWTSm",India
chinmayk666,"@blsanthosh @BSYBJP This is beginning only

This is little anger of 28 lakh students against this govt

There are 1… https://t.co/JUo1bnVM7H",India
chinmayk666,@DrJitendraSingh @PIB_India @PIBSrinagar @diprjk @BJPLive @PMOIndia @narendramodi @AmitShah @JPNadda This is beginn… https://t.co/ksxDkpaG8X,India
chinmayk666,@DrJitendraSingh @PIB_India @PIBSrinagar @BJPLive @PMOIndia @narendramodi @AmitShah @JPNadda @diprjk This is beginn… https://t.co/wDsIIDURZd,India
chinmayk666,"@DrJitendraSingh @DoPTGoI This is beginning only

This is little anger of 28 lakh students against this govt

There… https://t.co/vJhPdzrrVb",India
chinmayk666,"@DrJitendraSingh This is beginning only

This is little anger of 28 lakh students against this govt

There are 10 c… https://t.co/PBlrlHejhZ",India
chinmayk666,"This is beginning only

This is little anger of 28 lakh students against this govt

There are 10 cr students from… https://t.co/5wUyu3sFZB",India
Indian__doctor,"#StudentsDislikePMModi
This is beginning only

This is little anger of 25 lakh students against this govt

There ar… https://t.co/ACOnzXS3Z4",
griglani,"Best Google translation till now. 😂 Even the Google also know how much @DrRPNishank
Is lying .
Good Job… https://t.co/i1sRw6ccJ5",Vadodara
varadmaniyar,"@Swamy39: If the govt actually thinks so, then why not postpone #JEENEET till Diwali, as sought by you?

The claim… https://t.co/t9XQn2gJAK",India
its_MohdSajid,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/1UiaSzw964","Lucknow, India"
yadavsenabihar,"This decision is :- 
1. Against humanity 
2. Against student rights
3. Against the future of the country 
30 lakhs… https://t.co/yKbO34NriO",
